Region,X coordinate,Y coordinate,Radius
Ma'tan al-Sarra_Red Sea,33.7072141,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.7266257,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.7460374,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.7654491,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.7848607,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.8042724,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.823684,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.8430957,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.8625074,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.881919,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.9013307,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.9207424,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.940154,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.9595657,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.9789773,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.998389,21.8431591,1
Ma'tan al-Sarra_Red Sea,34.0178007,21.8431591,1
Ma'tan al-Sarra_Red Sea,34.0372123,21.8431591,1
Ma'tan al-Sarra_Red Sea,34.056624,21.8431591,1
Ma'tan al-Sarra_Red Sea,33.4743023,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.4937164,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.5131305,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.5325446,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.5519587,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.5713728,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.5907869,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.610201,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.6296152,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.6490293,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.6684434,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.6878575,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.7072716,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.7266857,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.7460998,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.7655139,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.784928,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.8043422,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.8237563,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.8431704,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.8625845,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.8819986,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.9014127,21.8611771,1
Ma'tan al-Sarra_Red Sea,33.9208268,21.8611771,1
